ctrgcn_jm_3d,ctrgcn_b_3d,ctrgcn_j_3d,ctrgcn_j_3d_resample,ctrgcn_j_3d_resample_rotate,ctrgcn_b_2d,ctrgcn_j_2d,ctrgcn_bm_2d,ctrgcn_jm_2d,tdgcn_j_2d,blockgcn_j_3d,blockgcn_jm_3d,blockgcn_b_3d,blockgcn_bm_3d,ctrgcn_b_3d_resample_rotate,degcn_J_3d,degcn_B_3d,degcn_BM_3d,tegcn_V1_J_3d,tegcn_V1_B_3d,former_bm_r_w_2d,former_bm_2d,former_j_2d,former_j_3d,former_b_3d,former_j_3d_resample_rotate,former_jm_2d,former_b_3d_resample_rotate,skateformer_b_3d,skateformer_j_3d,true
15,13,13,13,13,13,13,15,34,15,34,15,13,13,34,15,34,15,15,60,34,15,13,13,13,13,34,13,13,13,34
35,35,35,15,35,16,35,35,35,16,35,35,35,35,35,35,35,35,35,61,15,35,35,13,15,35,15,15,35,15,35
36,36,36,36,36,36,36,57,57,36,36,36,36,36,36,36,36,36,36,62,57,117,36,36,36,36,57,36,36,36,36
64,2,37,37,37,31,40,30,68,31,37,26,37,36,37,37,37,26,37,63,24,38,31,37,37,37,24,37,37,37,37
40,38,38,38,38,40,38,24,0,24,38,40,38,36,38,38,38,38,38,64,31,38,0,38,38,38,31,38,38,39,38
117,39,39,39,39,38,38,117,117,39,39,39,39,117,39,39,39,39,39,65,36,117,40,39,39,39,36,39,39,39,39
40,39,38,38,38,40,40,41,40,39,41,40,39,40,38,38,38,41,38,66,24,36,38,38,38,38,24,38,38,39,40
41,39,38,38,39,38,38,41,37,39,38,40,38,38,38,38,38,40,38,67,37,37,38,38,39,38,37,38,27,39,41
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,68,42,42,42,42,42,42,42,42,42,42,42
43,43,43,43,43,43,19,118,118,19,43,43,43,118,43,43,43,43,43,69,43,43,19,43,43,43,43,43,43,43,43
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,70,44,44,44,44,44,44,44,44,44,44,44
45,45,45,45,45,27,27,45,27,27,45,45,45,45,45,45,45,45,45,71,27,27,27,45,45,45,27,45,45,45,45
6,6,6,6,46,6,6,6,6,6,46,46,6,6,6,6,6,6,46,108,46,57,6,6,6,46,46,6,6,6,46
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,73,47,57,47,47,47,47,47,47,47,47,47
28,48,48,48,48,48,48,48,48,48,48,48,48,8,48,48,48,48,48,99,48,111,48,48,48,28,48,48,48,48,48
49,49,49,49,49,49,49,49,49,54,49,49,49,49,49,49,49,49,49,100,49,49,49,49,49,49,49,49,49,49,49
52,121,50,50,50,50,49,50,49,50,50,50,50,49,50,49,50,49,49,101,49,49,121,50,50,50,49,50,49,50,50
5,52,51,121,51,5,17,51,17,51,3,52,52,51,121,52,51,52,3,102,51,26,52,5,5,51,51,121,17,52,51
52,52,52,52,52,52,52,52,65,52,52,52,52,52,52,52,52,52,51,103,52,65,52,52,52,51,52,52,51,52,52
9,53,9,53,53,53,53,69,2,53,51,51,53,51,53,53,53,51,51,55,1,2,53,52,52,53,1,53,53,51,53
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,105,54,54,54,54,54,54,54,54,54,54,54
110,55,55,55,110,55,55,110,55,55,110,110,55,110,55,55,55,55,55,106,110,55,55,55,55,55,110,55,55,55,55
57,56,56,56,56,56,56,25,25,56,56,56,56,32,56,56,56,56,56,107,25,25,56,56,56,56,25,56,56,56,56
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,108,57,57,57,57,57,57,57,57,57,57,57
58,58,58,103,58,58,58,103,103,58,58,58,58,58,58,58,58,58,58,109,103,58,58,58,58,58,103,58,58,103,58
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,55,59,59,59,59,59,59,59,59,59,59,59
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,111,60,60,60,60,60,60,60,60,60,60,60
60,61,61,61,61,60,60,60,60,60,61,60,61,60,60,61,60,61,61,112,60,60,60,61,61,61,60,60,61,60,61
62,62,62,62,62,52,7,51,121,65,62,62,62,62,62,62,62,62,62,113,26,49,125,62,62,62,26,65,62,62,62
62,65,65,63,65,52,49,52,65,63,65,65,65,65,65,63,63,65,65,114,65,63,65,65,65,63,65,65,63,65,63
36,64,64,64,147,64,36,45,36,64,64,64,64,36,64,3,21,36,64,115,45,45,30,64,64,30,45,64,21,64,64
50,121,63,63,65,121,121,50,121,121,65,63,65,49,121,63,121,65,63,116,121,49,121,63,63,63,121,63,63,63,65
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,117,66,61,66,7,66,66,66,66,66,66,66
15,65,15,63,16,63,65,65,67,65,37,37,67,67,67,67,67,15,37,118,70,0,15,15,37,37,70,67,70,67,67
62,68,68,68,68,68,63,71,65,71,68,68,68,63,68,68,68,68,68,119,65,63,70,68,68,68,65,68,68,68,68
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,120,69,69,69,69,27,69,69,69,69,69,69
67,70,70,70,67,70,70,70,70,70,70,70,70,67,67,67,70,67,67,121,70,70,70,67,67,67,70,70,67,67,70
49,49,49,49,49,49,121,50,49,29,49,29,49,49,49,49,49,29,49,71,49,49,49,49,49,29,49,50,29,49,71
72,72,72,72,72,9,72,9,0,43,72,72,72,72,72,72,72,72,72,129,9,117,72,72,72,72,9,72,72,72,72
55,55,111,55,111,18,110,55,144,55,110,55,110,55,55,55,110,55,55,125,13,55,55,111,111,111,13,111,110,55,73
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,126,99,99,99,99,99,99,99,99,99,99,99
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127,100,57,100,100,100,100,100,100,100,100,100
101,101,101,101,101,55,55,102,55,55,101,101,101,101,101,101,101,101,101,19,55,55,101,101,101,101,55,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,102,113,102,102,102,102,102,136,102,102,102,102,102,101,102,102,102,102,102
103,103,103,103,103,103,58,103,103,103,103,103,103,58,58,103,103,103,103,137,103,103,103,103,103,103,103,58,58,58,103
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,138,112,104,104,104,104,104,112,104,104,104,104
105,105,105,105,105,105,105,105,105,105,105,105,105,113,105,105,105,105,105,139,105,105,105,105,105,105,105,105,105,105,105
106,106,106,106,106,106,106,114,106,106,106,106,106,106,106,106,106,106,106,139,106,114,106,106,106,106,106,106,106,114,106
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,141,107,107,107,107,107,107,107,107,107,107,107
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,71,108,108,108,108,108,108,108,108,108,108,108
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,143,109,109,109,109,109,109,109,109,109,109,109
110,110,110,110,110,110,110,110,111,110,110,111,110,111,110,110,110,111,110,144,57,55,110,110,110,110,57,110,110,110,110
111,111,111,111,111,47,30,21,151,30,111,137,111,128,111,111,111,111,111,14,21,111,47,33,111,111,21,114,111,111,111
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,26,112,112,112,112,112,112,112,112,112,112,112
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,43,113,113,113,113,113,113,113,113,113,113,113
114,114,114,114,106,114,114,114,114,114,114,114,114,114,106,114,114,114,114,151,114,114,114,114,114,114,114,114,114,114,114
115,116,115,115,115,116,116,117,116,115,116,115,115,117,115,115,115,115,115,40,117,117,116,115,116,116,117,116,115,115,115
115,116,116,116,115,115,116,116,116,115,116,115,116,39,116,116,116,116,116,1,116,115,116,116,116,116,116,116,116,116,116
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,37,117,117,117,117,117,117,117,117,117,117,117
19,19,19,19,19,19,19,19,19,19,19,118,19,118,19,19,19,19,19,3,118,19,19,19,19,19,118,19,19,19,118
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,4,119,119,119,119,119,119,119,119,119,119,119
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,120,120,120,120,120,120,120,120,120,120,120
121,121,50,50,50,121,121,4,121,121,50,121,121,6,121,49,121,49,4,6,121,141,121,50,50,121,121,121,49,50,121
137,53,53,53,53,50,112,65,53,53,53,136,122,136,53,53,53,138,53,7,53,122,122,53,53,53,53,4,53,53,122
71,122,4,122,122,29,29,29,29,53,122,52,122,122,151,122,122,71,136,8,29,124,137,136,136,122,29,122,53,122,124
62,62,62,62,62,36,5,3,3,36,62,62,62,62,62,62,62,62,62,8,3,14,36,62,62,62,3,125,62,36,125
126,126,126,58,126,126,126,58,103,126,126,126,126,126,58,126,126,58,126,25,103,126,126,126,126,108,103,126,126,102,126
127,6,127,127,6,127,46,127,127,127,127,127,127,100,127,127,127,127,127,11,46,127,6,127,127,127,46,127,127,127,127
129,19,19,129,129,149,19,17,5,19,129,129,129,129,129,19,19,129,129,12,17,149,17,19,129,19,17,19,19,129,129
136,136,136,136,136,136,138,136,138,136,136,138,136,136,136,136,136,138,136,13,136,138,136,136,136,136,136,136,136,136,136
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,14,137,137,137,137,137,137,137,137,137,137,137
138,138,138,138,138,139,138,138,138,136,138,138,138,138,138,138,138,138,138,15,136,138,136,136,138,138,136,138,138,138,138
152,152,5,152,152,66,152,73,20,59,152,73,32,152,20,5,60,152,59,16,59,66,59,5,5,152,59,17,59,103,139
140,140,140,140,140,140,140,140,140,149,140,140,140,5,140,140,140,140,140,17,17,149,149,140,140,5,17,140,140,149,140
46,141,141,141,141,32,141,22,22,141,141,141,141,141,141,141,141,141,141,18,141,141,141,141,141,46,141,141,141,141,141
71,71,71,71,71,71,71,138,101,71,71,71,71,138,71,71,71,71,71,19,71,71,71,71,71,71,71,71,71,71,142
114,114,143,143,143,114,143,114,19,114,114,114,143,114,114,143,114,143,143,66,143,114,114,114,143,114,143,114,143,143,143
144,144,144,13,15,15,144,13,15,15,13,144,144,144,144,144,144,13,13,21,144,144,13,13,13,144,144,144,13,13,144
145,145,145,145,145,16,14,35,16,16,145,145,145,145,35,16,145,16,145,1,16,14,16,65,67,145,16,144,16,16,145
149,149,149,149,149,17,149,5,149,149,149,149,149,149,149,149,149,149,149,23,149,149,149,149,149,149,149,149,149,149,149
56,1,48,1,1,150,18,56,44,111,1,1,1,47,1,1,1,56,44,24,56,34,18,125,1,1,56,1,34,1,150
151,151,51,151,52,51,151,151,151,51,52,151,151,53,51,52,51,151,151,25,54,29,51,151,151,51,54,151,151,52,151
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,115,74,74,74,74,74,74,74,74,74,74,74
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,75,75,27,75,86,75,84,85,75,75,75,85,75,75
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,146,76,76,76,86,76,146,76,76,76,76
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,29,77,77,77,77,77,77,77,77,77,77,77
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,78,78,78,78,78,78,78,87,78,78,78
79,79,79,82,82,148,79,79,79,79,79,148,79,79,79,79,79,79,82,31,79,79,148,79,79,79,79,79,79,79,79
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,32,80,80,80,80,80,80,80,80,80,80,80
87,81,81,81,81,45,77,77,81,77,81,83,81,81,81,81,81,81,81,33,77,81,87,81,81,81,77,81,81,81,81
82,80,82,82,82,82,82,80,82,82,80,82,82,80,80,82,80,82,80,34,90,90,80,80,80,80,90,80,80,80,82
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,35,83,83,83,83,83,83,83,83,83,83,83
84,84,84,84,84,84,84,84,84,84,84,84,84,85,84,84,84,84,84,47,84,84,84,84,84,84,84,84,84,84,84
85,85,84,85,85,84,85,84,84,84,85,85,85,85,84,85,85,85,85,37,84,84,85,84,85,85,84,85,85,85,85
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,40,86,86,86,86,86,86,86,86,86,86,86
87,87,87,87,87,87,87,87,87,87,78,87,87,86,87,78,87,87,87,39,87,87,78,78,78,78,87,87,78,78,87
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,36,88,88,88,88,88,88,88,88,88,88,88
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,36,89,89,89,89,89,89,89,89,89,89,89
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,42,96,90,90,90,90,90,96,90,90,90,90
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72,91,91,91,91,91,91,91,91,91,91,91
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,44,92,92,92,92,92,92,92,92,92,92,92
93,93,93,93,93,131,131,131,131,131,93,93,131,93,93,93,93,93,93,108,93,93,131,93,93,93,93,93,93,93,93
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,6,94,94,94,94,94,94,94,94,94,94,94
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,47,95,146,95,95,95,95,95,95,95,95,95
96,96,96,80,96,96,96,96,96,96,96,96,96,80,96,96,96,96,96,28,96,96,80,96,96,96,96,96,96,96,96
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,54,97,97,97,97,97,97,97,97,97,97,97
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,29,98,98,98,98,98,98,98,98,98,98,98
130,130,130,130,130,130,78,130,77,95,130,130,130,130,130,130,130,25,130,51,95,78,130,130,77,130,95,130,130,130,130
93,131,131,131,93,131,131,131,131,93,131,93,131,93,131,93,131,93,93,54,93,93,131,131,131,131,93,131,93,131,131
78,132,132,132,132,78,87,78,87,78,132,78,132,78,132,132,132,78,132,124,132,78,132,132,132,132,132,132,132,132,132
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,54,133,133,133,133,133,133,133,133,133,133,133
134,134,77,134,134,82,130,130,81,77,138,134,134,94,134,134,77,134,134,55,148,130,134,134,81,134,148,134,94,134,134
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,56,135,135,135,135,135,135,135,135,135,135,135
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,57,146,146,146,146,146,146,146,146,146,146,146
148,148,148,148,82,148,148,148,80,148,148,148,148,148,148,148,148,148,148,58,148,148,148,148,148,148,148,148,74,148,148
0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,59,70,70,0,0,0,0,70,0,0,0,0
2,1,1,1,34,14,1,34,24,14,2,2,34,2,34,1,1,2,1,22,24,13,145,34,1,34,24,34,1,1,1
2,2,2,2,2,2,2,2,2,2,37,2,2,72,37,2,37,2,37,22,2,37,2,2,2,2,2,2,2,37,2
20,21,3,20,20,3,66,66,5,66,69,20,20,20,3,21,3,150,3,36,66,20,150,3,3,3,66,20,3,3,3
4,4,4,4,4,4,50,4,4,4,4,4,4,50,4,4,4,4,4,63,4,49,4,4,4,4,4,4,4,4,4
117,117,117,117,117,26,115,31,117,39,19,117,117,117,117,117,117,117,5,64,31,73,116,117,19,117,31,117,117,19,5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,62,6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,7,66,7,7,7,7,7,7,7,7,7
8,8,8,28,8,10,25,8,8,25,25,8,25,8,28,8,8,8,8,67,10,8,10,8,25,8,10,25,8,8,8
48,9,9,9,9,9,9,9,9,9,9,9,9,48,9,9,9,9,9,68,9,9,9,9,9,9,9,9,9,9,9
25,25,25,25,25,10,25,25,25,10,25,25,10,25,25,25,10,25,25,12,25,25,10,25,25,25,25,25,25,25,10
11,11,11,11,11,11,11,11,11,73,11,11,11,11,11,11,11,11,11,70,11,11,11,11,11,11,11,11,11,11,11
52,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,29,12,12,12,12,12,12,12,12,12,12,12
13,13,13,13,13,13,34,13,13,13,13,13,13,13,13,13,13,13,13,72,13,13,13,13,13,13,13,13,13,13,13
14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,55,14,14,14,14,14,35,14,14,14,14,14
15,15,15,15,15,0,15,15,15,15,15,15,15,62,15,15,15,15,15,99,15,13,13,15,65,65,15,15,15,15,15
16,16,16,16,16,16,2,16,16,15,16,16,16,16,16,16,16,16,16,100,31,31,16,16,16,16,31,16,16,16,16
5,149,149,17,149,149,149,149,149,149,5,149,5,149,5,149,149,149,5,101,149,149,149,149,43,5,149,149,149,149,17
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,102,18,18,18,18,18,18,18,18,18,18,18
19,19,19,19,19,19,19,19,115,19,19,19,19,140,19,19,19,19,19,103,116,149,149,19,19,19,116,19,19,19,19
20,66,20,20,20,61,20,20,20,60,20,60,20,60,60,20,20,61,20,104,20,20,20,66,66,20,20,20,20,20,20
21,21,21,21,21,21,21,21,21,21,21,21,21,51,21,21,21,21,21,105,5,21,21,21,21,21,5,21,21,21,21
22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,106,22,138,22,22,22,22,22,22,22,22,22
23,23,23,23,23,22,22,23,23,22,23,23,23,23,23,23,23,23,23,107,22,141,22,23,23,23,22,23,23,23,23
24,150,24,24,24,68,24,24,24,24,150,24,150,24,24,24,24,24,24,108,24,20,24,24,24,24,24,24,24,24,24
24,68,45,125,45,24,45,35,16,0,45,125,25,43,45,45,45,41,45,109,1,35,125,27,44,45,1,25,68,45,25
32,26,26,26,26,26,26,3,3,115,26,36,26,57,26,26,26,32,26,110,26,30,26,26,26,26,26,26,26,26,26
27,27,27,27,27,27,27,18,27,27,27,27,27,69,27,27,27,27,27,111,27,27,27,27,27,27,27,27,27,27,27
28,28,28,28,48,1,28,109,28,28,28,28,28,28,28,48,28,28,28,112,1,23,28,9,9,48,1,9,28,48,28
71,4,71,4,4,69,29,71,29,4,71,29,51,4,4,29,52,29,51,113,4,149,71,4,4,4,4,51,71,71,29
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,114,30,30,30,30,30,30,30,30,30,30,30
36,31,31,31,31,31,41,36,38,31,31,36,31,36,31,31,31,36,31,115,62,36,31,31,31,31,62,31,31,31,31
25,32,32,32,32,32,32,56,56,48,32,45,32,25,32,32,32,45,32,116,56,56,27,32,32,32,56,32,32,32,32
116,33,33,33,57,33,33,57,36,57,33,25,33,25,33,33,33,36,33,19,57,45,33,33,33,33,57,57,33,33,33
144,34,34,15,34,144,144,34,144,15,34,34,34,34,144,144,34,15,15,118,34,144,144,34,34,34,34,34,13,144,34
35,35,35,35,35,144,35,144,144,35,35,35,35,35,35,35,145,35,35,119,56,35,35,35,35,35,56,35,145,35,35
26,62,68,62,36,65,62,26,116,24,36,115,45,62,36,36,24,38,68,120,67,3,24,125,125,62,67,68,68,68,36
21,37,37,37,15,56,67,25,45,67,37,21,37,144,37,37,37,21,37,4,70,70,34,37,37,37,70,37,2,37,37
38,40,40,40,40,41,41,38,116,41,40,38,41,72,41,41,41,38,41,151,38,38,41,24,24,40,38,41,40,40,38
39,39,39,39,39,0,0,3,116,0,39,41,39,41,39,39,39,26,39,122,26,117,0,37,39,39,26,37,39,39,39
39,31,31,31,31,39,39,36,31,31,31,117,31,38,31,31,31,26,31,0,31,67,39,31,39,31,31,31,2,31,40
19,39,19,19,19,43,43,43,43,2,41,19,19,39,19,19,41,19,41,126,31,149,43,2,2,2,31,19,19,2,41
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,127,42,139,42,42,42,42,42,42,42,42,42
26,41,150,43,24,2,43,72,109,43,40,26,43,42,24,43,24,30,41,72,72,23,43,150,43,43,72,150,24,43,43
44,44,44,44,44,44,44,44,15,44,44,44,44,44,44,44,44,44,44,136,31,15,44,44,44,44,31,44,44,44,44
1,45,45,45,45,45,45,25,45,45,45,24,45,24,45,45,45,24,45,137,25,25,45,45,45,45,25,45,45,45,45
46,46,46,46,46,69,56,56,56,56,46,6,6,6,46,46,46,6,46,138,56,56,56,6,56,46,56,6,6,46,46
47,47,47,47,47,47,47,25,25,47,47,47,47,47,47,47,47,47,47,15,25,25,25,47,47,47,25,47,47,47,47
56,48,48,48,27,18,18,57,18,18,48,56,48,48,48,27,48,56,48,140,57,25,18,25,25,27,57,25,48,48,48
51,52,52,49,49,49,49,51,51,52,52,49,52,49,52,52,52,52,52,141,51,51,49,49,52,52,51,49,52,52,49
50,50,50,50,50,29,67,67,67,67,50,50,50,50,50,50,50,50,50,142,67,65,67,50,50,50,67,50,50,50,50
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,143,51,67,51,51,51,51,51,51,51,51,51
52,52,52,52,52,51,53,51,51,51,52,52,52,52,52,52,52,52,52,144,51,51,67,52,52,52,51,52,52,52,52
53,53,53,53,53,14,51,51,51,145,44,53,9,51,53,53,53,53,53,35,1,12,53,9,9,53,1,9,53,53,53
1,52,53,53,53,9,53,44,53,52,52,51,44,51,52,53,52,1,53,149,53,9,9,44,44,53,53,1,53,53,53
151,53,53,151,53,54,54,54,121,53,53,151,53,51,53,151,53,151,53,150,53,141,53,53,53,151,53,151,53,53,54
18,55,55,55,55,55,55,56,56,55,55,55,55,57,55,55,55,55,55,151,56,56,55,55,55,55,56,55,55,55,55
21,56,56,56,56,56,56,47,21,56,56,21,56,56,56,56,56,21,56,0,21,33,56,56,56,21,21,56,56,56,56
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,35,57,111,57,57,57,57,57,57,57,57,57
58,58,58,58,58,58,58,114,58,58,58,58,58,58,58,58,58,58,58,19,58,58,101,58,58,58,58,58,58,58,58
59,59,59,59,59,59,59,59,150,59,59,59,59,59,59,59,59,59,59,64,59,61,59,59,59,59,59,59,59,59,59
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,29,60,60,60,60,60,60,60,60,60,60,60
61,61,61,61,61,61,61,61,61,20,61,61,61,60,61,61,61,61,61,5,61,61,61,61,61,61,61,61,61,61,61
65,68,68,68,68,63,71,68,63,71,68,63,68,62,63,68,68,68,68,6,68,68,63,68,68,62,68,65,68,68,62
63,63,63,63,63,29,29,63,29,29,63,63,29,63,63,63,29,63,63,7,63,29,63,29,29,63,63,29,63,29,63
17,16,39,64,39,64,64,64,5,64,39,5,69,5,39,39,64,5,64,8,5,64,39,64,64,65,5,64,39,64,64
65,65,65,65,65,65,65,65,63,65,65,65,65,65,65,65,65,65,65,9,65,65,65,65,65,65,65,65,65,65,65
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,7,66,10,66,66,66,66,66,66,66,66,66,66,66
67,67,67,70,67,67,70,67,70,70,67,67,67,67,67,67,67,67,67,11,67,67,67,67,67,37,67,67,67,67,67
68,68,69,69,69,52,52,117,38,65,68,68,69,72,69,68,68,68,69,12,117,117,65,68,68,68,117,72,68,68,68
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,13,69,70,69,69,69,69,69,69,69,69,69
70,70,70,70,70,70,70,70,70,70,70,70,69,70,70,70,70,70,70,14,65,63,70,70,70,70,65,70,70,70,70
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,144,71,4,71,71,71,71,71,71,71,71,71
116,72,129,72,72,19,116,72,72,72,72,72,72,72,72,72,129,116,72,16,72,129,72,72,72,72,72,72,129,72,72
73,143,73,73,73,73,73,11,137,73,73,73,73,73,73,73,73,73,111,17,73,73,73,111,111,111,73,73,111,111,73
74,74,74,74,74,74,74,74,74,74,74,74,86,74,74,74,74,74,74,102,74,74,148,74,86,74,74,74,74,74,74
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,19,75,85,75,75,75,75,75,75,75,75,75
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,61,79,148,76,76,76,76,79,76,76,76,76
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,22,77,77,77,77,77,77,77,77,77,77,77
78,78,78,78,78,78,78,78,78,87,78,78,78,78,78,78,78,87,78,23,77,78,78,78,78,78,77,87,78,78,78
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,125,79,79,79,79,79,79,79,79,79,79,79
80,83,83,83,80,80,80,80,80,80,83,80,80,80,80,80,80,80,80,9,83,83,80,80,83,80,83,83,83,80,80
81,81,81,81,86,148,148,76,148,81,81,81,81,81,148,148,81,81,81,39,81,146,81,81,81,148,81,86,81,81,81
82,82,82,82,82,82,96,82,82,82,82,82,82,82,82,82,82,82,82,44,96,82,82,82,82,82,96,82,82,82,82
98,83,83,83,83,83,98,83,83,98,83,98,135,148,98,83,83,83,83,28,83,83,98,148,83,83,83,98,83,83,83
133,84,84,84,84,84,84,84,85,84,85,84,84,85,84,84,84,84,84,54,84,84,84,84,85,84,84,84,84,84,84
85,84,84,85,84,84,84,84,84,88,84,84,85,85,84,85,84,84,85,30,84,84,85,84,85,85,84,84,85,85,85
76,76,86,74,74,76,76,74,76,76,86,76,74,86,76,76,76,74,74,31,83,87,76,76,86,74,83,86,86,76,86
87,87,87,87,87,87,87,87,87,76,87,87,87,79,87,87,87,87,87,32,83,87,146,78,87,87,83,87,78,87,87
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,33,88,88,88,88,88,88,88,88,88,88,88
133,89,89,133,89,89,89,89,89,89,89,89,89,133,89,89,89,89,133,34,89,89,89,89,89,89,89,89,89,89,89
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,35,132,90,90,90,90,90,132,90,90,90,90
91,91,91,91,91,91,91,91,132,91,91,91,91,132,91,91,91,91,91,36,91,91,91,91,91,91,91,91,91,91,91
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,37,92,92,92,92,92,92,92,92,92,92,92
131,93,93,93,93,93,93,131,93,93,93,93,93,93,93,93,93,93,93,43,93,93,93,93,93,93,93,93,93,93,93
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,19,89,94,94,94,94,94,89,94,94,94,94
95,95,95,130,95,95,95,131,79,95,95,95,95,95,95,95,95,95,95,41,95,95,95,95,95,95,95,95,95,95,95
96,96,96,96,80,96,83,83,96,96,96,96,96,148,96,96,96,96,83,38,83,91,87,135,83,80,83,96,96,96,96
97,97,94,97,97,89,89,97,89,94,97,97,97,133,97,97,97,97,97,43,97,89,133,95,97,97,97,97,97,97,97
98,98,98,98,98,98,83,83,83,98,98,98,98,98,98,98,98,98,98,64,83,98,98,83,98,98,83,98,98,98,98
146,130,130,130,146,130,130,130,77,146,130,130,130,130,130,130,130,130,130,44,130,98,130,130,130,130,130,130,130,130,130
131,76,78,93,93,131,93,76,76,131,131,131,131,93,131,131,93,93,93,1,131,93,131,93,93,93,131,87,131,93,131
78,132,132,132,132,132,77,83,132,77,132,130,132,77,132,132,132,78,132,6,132,132,132,132,132,132,132,132,132,132,132
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,47,89,133,133,133,133,133,89,133,133,133,133
134,134,134,134,134,134,134,134,134,134,134,89,134,133,134,134,134,134,89,48,134,133,134,89,134,97,134,134,134,134,134
